"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT08","WT09","WT13","WT14","WT16","WT18","WT22"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-03-28","5.59","0.00","0.0","0.0","55","38",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-03-29","9.62","0.00","0.0","0.0","63","40",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-03-30","4.47","0.00","0.0","0.0","68","42",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-03-31","3.13","0.00","0.0","0.0","71","47",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-01","4.25","0.00","0.0","0.0","71","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-02","5.82","0.00","0.0","0.0","62","46","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-03","5.82","0.16","0.0","0.0","68","45","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-04","15.66","0.03","0.0","0.0","58","45",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-05","8.50","0.00","0.0","0.0","56","44",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-06","8.72","0.00","0.0","0.0","69","44",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-07","9.40","0.00","0.0","0.0","78","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-08","7.61","0.00","0.0","0.0","76","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-09","4.92","0.00","0.0","0.0","64","47","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-10","7.61","0.00","0.0","0.0","58","46",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-11","7.38","0.00","0.0","0.0","58","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-12","9.84","0.32","0.0","0.0","57","44","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-13","6.04","0.10","0.0","0.0","58","44","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-14","6.93","0.15","0.0","0.0","59","44","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-15","7.16","0.00","0.0","0.0","59","47",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-16","5.37","0.00","0.0","0.0","67","44",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-17","8.72","0.00","0.0","0.0","80","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-18","5.14","0.00","0.0","0.0","89","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-19","4.92","0.00","0.0","0.0","84","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-20","5.37","0.00","0.0","0.0","81","53",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-21","7.83","0.00","0.0","0.0","72","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-22","9.62","0.00","0.0","0.0","62","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-23","11.41","0.01","0.0","0.0","64","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-24","9.17","0.30","0.0","0.0","55","46","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-25","5.37","0.11","0.0","0.0","59","44","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-26","4.92","0.00","0.0","0.0","59","43",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-27","4.70","0.00","0.0","0.0","63","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-28","5.82","0.00","0.0","0.0","63","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-29","4.47","0.01","0.0","0.0","61","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-04-30","6.71","0.00","0.0","0.0","67","45",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-01","9.84","0.00","0.0","0.0","79","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-02","4.92","0.00","0.0","0.0","87","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-03","6.49","0.00","0.0","0.0","72","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-04","8.95","0.00","0.0","0.0","60","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-05","8.95","0.00","0.0","0.0","68","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-06","10.51","0.00","0.0","0.0","77","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-07","6.71","0.00","0.0","0.0","82","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-08","9.84","0.03","0.0","0.0","66","48","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-09","5.82","0.00","0.0","0.0","67","46",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-10","6.71","0.00","0.0","0.0","75","47",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-11","5.59","0.00","0.0","0.0","80","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-12","4.92","0.00","0.0","0.0","76","49",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-13","9.17","0.00","0.0","0.0","84","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-14","6.93","0.02","0.0","0.0","58","53",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-15","6.04","0.02","0.0","0.0","56","52","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-16","5.14","0.06","0.0","0.0","59","50","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-17","7.83","0.00","0.0","0.0","69","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-18","6.71","0.00","0.0","0.0","65","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-19","9.40","0.50","0.0","0.0","63","48","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-20","7.38","0.00","0.0","0.0","66","49",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-21","9.62","0.21","0.0","0.0","58","50","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-22","12.30","0.00","0.0","0.0","66","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-23","6.71","0.00","0.0","0.0","66","53",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-24","4.47","0.00","0.0","0.0","66","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-25","8.95","0.00","0.0","0.0","65","53",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-26","10.51","0.00","0.0","0.0","62","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-27","9.62","0.00","0.0","0.0","64","49",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-28","10.07","0.10","0.0","0.0","62","49","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-29","10.74","0.00","0.0","0.0","64","52","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-30","9.62","0.00","0.0","0.0","72","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-05-31","6.49","0.00","0.0","0.0","80","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-01","7.83","0.04","0.0","0.0","74","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-02","10.74","0.01","0.0","0.0","70","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-03","8.05","0.00","0.0","0.0","82","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-04","12.30","0.00","0.0","0.0","85","62",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-05","7.61","0.00","0.0","0.0","93","64",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-06","7.61","0.00","0.0","0.0","88","62",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-07","6.93","0.00","0.0","0.0","84","59",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-08","10.74","0.01","0.0","0.0","67","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-09","7.16","0.13","0.0","0.0","64","51","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-10","9.84","0.18","0.0","0.0","65","49","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-11","7.16","0.00","0.0","0.0","67","50","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-12","7.16","0.00","0.0","0.0","70","53",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-13","12.30","0.00","0.0","0.0","65","49",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-14","13.65","0.02","0.0","0.0","60","47","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-15","7.16","0.00","0.0","0.0","66","44",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-16","7.61","0.00","0.0","0.0","70","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-17","7.61","0.14","0.0","0.0","69","50","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-18","9.40","0.00","0.0","0.0","66","52","    1",,"    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-19","10.74","0.00","0.0","0.0","72","48",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-20","8.50","0.55","0.0","0.0","75","55","    1",,"    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-21","9.62","0.00","0.0","0.0","71","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-22","4.92","0.00","0.0","0.0","75","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-23","8.72","0.35","0.0","0.0","68","53","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-24","9.62","0.34","0.0","0.0","69","52","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-25","8.28","0.00","0.0","0.0","72","56","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-26","10.96","0.00","0.0","0.0","80","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-27","5.82","0.00","0.0","0.0","85","58",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-28","6.71","0.00","0.0","0.0","76","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-29","6.04","0.00","0.0","0.0","72","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-06-30","4.70","0.00","0.0","0.0","73","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-01","6.04","0.00","0.0","0.0","75","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-02","7.16","0.00","0.0","0.0","75","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-03","5.82","0.00","0.0","0.0","71","56","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-04","7.61","0.00","0.0","0.0","69","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-05","4.70","0.00","0.0","0.0","67","55","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-06","5.82","0.01","0.0","0.0","76","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-07","6.71","0.12","0.0","0.0","68","58","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-08","8.05","0.24","0.0","0.0","72","58","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-09","6.93","0.01","0.0","0.0","71","56","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-10","5.59","0.00","0.0","0.0","73","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-11","8.05","0.00","0.0","0.0","73","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-12","7.61","0.00","0.0","0.0","76","59",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-13","6.93","0.00","0.0","0.0","74","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-14","8.05","0.00","0.0","0.0","76","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-15","7.38","0.00","0.0","0.0","76","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-16","6.49","0.00","0.0","0.0","73","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-17","4.70","0.00","0.0","0.0","79","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-18","6.71","0.01","0.0","0.0","71","60",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-19","6.26","0.00","0.0","0.0","77","60",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-20","5.82","0.00","0.0","0.0","80","60",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-21","9.40","0.00","0.0","0.0","84","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-22","8.28","0.33","0.0","0.0","73","59","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-23","5.14","0.00","0.0","0.0","73","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-24","9.62","0.00","0.0","0.0","81","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-25","6.26","0.00","0.0","0.0","86","59",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-26","4.92","0.00","0.0","0.0","78","59",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-27","7.16","0.00","0.0","0.0","84","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-28","8.28","0.00","0.0","0.0","88","61",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-29","8.05","0.00","0.0","0.0","89","62",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-30","9.17","0.00","0.0","0.0","75","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-07-31","7.61","0.00","0.0","0.0","72","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-01","5.82","0.00","0.0","0.0","77","53","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-02","8.05","0.13","0.0","0.0","71","57","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-03","6.93","0.00","0.0","0.0","76","58",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-04","10.07","0.00","0.0","0.0","82","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-05","6.49","0.00","0.0","0.0","79","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-06","5.82","0.00","0.0","0.0","71","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-07","7.16","0.03","0.0","0.0","69","57","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-08","6.49","0.00","0.0","0.0","73","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-09","6.26","0.00","0.0","0.0","71","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-10","6.04","0.00","0.0","0.0","76","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-11","8.50","0.00","0.0","0.0","81","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-12","7.38","0.00","0.0","0.0","90","63",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-13","5.82","0.00","0.0","0.0","91","64",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-14","6.71","0.00","0.0","0.0","85","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-15","5.37","0.00","0.0","0.0","83","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-16","6.04","0.00","0.0","0.0","83","56","    1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-17","7.38","0.00","0.0","0.0","80","56","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-18","9.62","0.00","0.0","0.0","87","60",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-19","11.63","0.00","0.0","0.0","95","69",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-20","4.25","0.00","0.0","0.0","91","62",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-21","10.74","0.00","0.0","0.0","73","57",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-22","6.26","0.00","0.0","0.0","72","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-23","7.16","0.00","0.0","0.0","80","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-24","7.61","0.00","0.0","0.0","85","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-25","7.16","0.00","0.0","0.0","91","61",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-26","4.25","0.00","0.0","0.0","92","64",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-27","11.41","0.00","0.0","0.0","73","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-28","5.14","0.00","0.0","0.0","70","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-29","3.80","0.00","0.0","0.0","79","53",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-30","8.05","0.00","0.0","0.0","71","56",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-08-31","8.05","0.01","0.0","0.0","69","58",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-01","8.05","0.17","0.0","0.0","66","56","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-02","11.18","0.05","0.0","0.0","69","55","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-03","7.38","0.00","0.0","0.0","69","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-04","4.70","0.00","0.0","0.0","70","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-05","7.38","0.01","0.0","0.0","64","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-06","3.80","0.42","0.0","0.0","65","55","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-07","8.28","0.04","0.0","0.0","66","57","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-08","7.38","0.03","0.0","0.0","70","55","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-09","5.59","0.00","0.0","0.0","73","50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-10","4.25","0.00","0.0","0.0","77","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-11","6.71","0.00","0.0","0.0","70","55",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-12","11.63","0.00","0.0","0.0","75","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-13","7.16","0.00","0.0","0.0","77","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-14","5.82","0.00","0.0","0.0","78","51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-15","4.25","0.00","0.0","0.0","72","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-16","4.70","0.00","0.0","0.0","74","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-17","11.86","0.22","0.0","0.0","67","57","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-18","7.83","0.00","0.0","0.0","68","54",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-19","11.41","0.08","0.0","0.0","68","53","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-20","6.71","0.00","0.0","0.0","67","49",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-21","8.50","0.00","0.0","0.0","68","52",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2016-09-22","7.83","0.00","0.0","0.0","65","49",,,,,,,,,,,,
